"plot","year","hfi.native","hfi.exotic","hfi.woody","hfi.herbaceous","x","y","terrace","dem.altitude","fenced","oversown"
"PT-3-Un",2016,8,70,14,64,1603902.26004036,5316178.80885898,"Slope",1111,"unfenced","oversown"
"Q1",2007,182,73,59,196,1595991.03613786,5301273.00031193,"Slope",927,"unfenced","natural"
"Q1",2016,327,63,93,297,1595991.03613786,5301273.00031193,"Slope",927,"unfenced","natural"
"Q2",2007,119,45,50,114,1596075.02871434,5301441.93092085,"Slope",943,"unfenced","natural"
"Q2",2016,170,43,71,142,1596075.02871434,5301441.93092085,"Slope",943,"unfenced","natural"
"Q3",2007,68,114,42,140,1596144.02894912,5301629.85686746,"Slope",958,"unfenced","natural"
"Q3",2016,116,98,94,120,1596144.02894912,5301629.85686746,"Slope",958,"unfenced","natural"
"Q4",2007,27,88,29,86,1596209.03033059,5301815.78402274,"Slope",973,"unfenced","natural"
"Q4",2016,66,122,95,93,1596209.03033059,5301815.78402274,"Slope",973,"unfenced","natural"
"R1",2007,158,712,1,870,1601669.81791805,5307044.25974173,"Terrace",690,"unfenced","natural"
"R1",2016,296,1167,2,1461,1601669.81791805,5307044.25974173,"Terrace",690,"unfenced","natural"
"R2",2007,8,175,2,181,1601744.81524175,5307221.18854391,"Terrace",718,"unfenced","natural"
"R2",2016,20,141,14,147,1601744.81524175,5307221.18854391,"Terrace",718,"unfenced","natural"
"R3",2007,16,81,3,94,1601826.81173574,5307410.11227012,"Terrace",758,"unfenced","natural"
"R3",2016,85,121,25,181,1601826.81173574,5307410.11227012,"Terrace",758,"unfenced","natural"
"R4",2007,71,83,17,137,1601906.8064332,5307580.04284386,"Slope",823,"unfenced","natural"
"R4",2016,160,101,74,187,1601906.8064332,5307580.04284386,"Slope",823,"unfenced","natural"
"S1",2007,74,3,62,15,1616629.91610562,5316453.98582594,"Slope",1316,"unfenced","natural"
"S1",2016,130,2,95,37,1616629.91610562,5316453.98582594,"Slope",1316,"unfenced","natural"
"S2",2007,78,1,40,38,1616543.91902907,5316261.06412454,"Slope",1323,"unfenced","natural"
"S2",2016,166,1,87,79,1616543.91902907,5316261.06412454,"Slope",1323,"unfenced","natural"
"S3",2007,148,8,4,152,1616459.9239026,5316087.13562065,"Slope",1273,"unfenced","natural"
"S3",2016,394,10,13,391,1616459.9239026,5316087.13562065,"Slope",1273,"unfenced","natural"
"S4",2007,87,5,16,76,1616376.92899662,5315917.20561263,"Slope",1231,"unfenced","natural"
"S4",2016,105,8,16,97,1616376.92899662,5315917.20561263,"Slope",1231,"unfenced","natural"
"Saxton1",1989,326,129,1,455,1617121.96388177,5355245.83810276,"Terrace",1256,"unfenced","natural"
"Saxton1",1995,297,123,1,419,1617121.96388177,5355245.83810276,"Terrace",1256,"unfenced","natural"
"Saxton1",2001,198,109,4,303,1617121.96388177,5355245.83810276,"Terrace",1256,"unfenced","natural"
"Saxton1",2006,129,79,5,203,1617121.96388177,5355245.83810276,"Terrace",1256,"unfenced","natural"
"Saxton1",2016,136,98,9,225,1617121.96388177,5355245.83810276,"Terrace",1256,"unfenced","natural"
"Saxton2",1989,319,53,7,365,1617070.96949715,5355156.87412797,"Terrace",1253,"fenced","natural"
"Saxton2",1995,310,42,7,345,1617070.96949715,5355156.87412797,"Terrace",1253,"fenced","natural"
"Saxton2",2001,271,48,10,309,1617070.96949715,5355156.87412797,"Terrace",1253,"fenced","natural"
"Saxton2",2006,223,46,22,247,1617070.96949715,5355156.87412797,"Terrace",1253,"fenced","natural"
"Saxton2",2016,266,73,14,325,1617070.96949715,5355156.87412797,"Terrace",1253,"fenced","natural"
"Saxton3",1989,389,21,3,407,1615506.40911928,5354523.28391401,"Terrace",1469,"fenced","natural"
"Saxton3",1995,359,35,3,391,1615506.40911928,5354523.28391401,"Terrace",1469,"fenced","natural"
"Saxton3",2001,333,60,1,392,1615506.40911928,5354523.28391401,"Terrace",1469,"fenced","natural"
"Saxton3",2006,347,56,1,402,1615506.40911928,5354523.28391401,"Terrace",1469,"fenced","natural"
"Saxton3",2016,347,41,2,386,1615506.40911928,5354523.28391401,"Terrace",1469,"fenced","natural"
"Saxton4",2016,328,241,1,569,1617123.96270953,5355241.83917623,"Terrace",1255,"unfenced","natural"
"Saxton5",1989,179,124,1,303,1614732.25636152,5351314.45304473,"Terrace",1214,"unfenced","natural"
"Saxton5",1995,178,155,1,333,1614732.25636152,5351314.45304473,"Terrace",1214,"unfenced","natural"
"Saxton5",2001,101,104,1,205,1614732.25636152,5351314.45304473,"Terrace",1214,"unfenced","natural"
"Saxton5",2006,59,128,1,187,1614732.25636152,5351314.45304473,"Terrace",1214,"unfenced","natural"
"Saxton5",2016,37,160,3,194,1614732.25636152,5351314.45304473,"Terrace",1214,"unfenced","natural"
"Saxton6",1989,210,85,8,287,1614538.36137746,5351627.37350256,"Terrace",1255,"unfenced","natural"
"Saxton6",1995,218,82,12,288,1614538.36137746,5351627.37350256,"Terrace",1255,"unfenced","natural"
"Saxton6",2001,146,74,10,210,1614538.36137746,5351627.37350256,"Terrace",1255,"unfenced","natural"
"Saxton6",2006,63,80,5,138,1614538.36137746,5351627.37350256,"Terrace",1255,"unfenced","natural"
"Saxton6",2016,65,110,7,168,1614538.36137746,5351627.37350256,"Terrace",1255,"unfenced","natural"
"SD-1-Fe",2008,69,37,25,81,1594184.91834648,5333744.08626799,"Terrace",1012,"fenced","natural"
"SD-1-Fe",2016,61,26,32,55,1594184.91834648,5333744.08626799,"Terrace",1012,"fenced","natural"
"SD-1-Un",2008,122,36,46,112,1594114.94053448,5333731.09993016,"Terrace",1014,"unfenced","natural"
"SD-1-Un",2016,127,35,41,121,1594114.94053448,5333731.09993016,"Terrace",1014,"unfenced","natural"
"SD-2-Fe",2008,78,47,31,94,1594451.77631602,5333358.18287598,"Terrace",1008,"fenced","natural"
"SD-2-Fe",2016,118,43,45,116,1594451.77631602,5333358.18287598,"Terrace",1008,"fenced","natural"
"SD-2-Un",2008,116,47,36,127,1594371.79756703,5333312.2091265,"Terrace",1008,"unfenced","natural"
"SD-2-Un",2016,107,46,38,115,1594371.79756703,5333312.2091265,"Terrace",1008,"unfenced","natural"
"SD-3-Fe",2008,88,31,39,80,1594590.69155308,5333075.26117666,"Terrace",1006,"fenced","natural"
"SD-3-Fe",2016,108,44,48,104,1594590.69155308,5333075.26117666,"Terrace",1006,"fenced","natural"
"SD-3-Un",2008,67,52,35,84,1594530.70478728,5333020.28786557,"Terrace",1006,"unfenced","natural"
"SD-3-Un",2016,77,58,43,92,1594530.70478728,5333020.28786557,"Terrace",1006,"unfenced","natural"
"ST-1-Fe",2008,113,82,4,191,1581314.75098301,5329458.25125558,"Slope",1163,"fenced","natural"
"ST-1-Fe",2016,209,137,15,331,1581314.75098301,5329458.25125558,"Slope",1163,"fenced","natural"
"ST-1-Un",2008,110,122,9,223,1581440.69298904,5329345.27315796,"Terrace",1157,"unfenced","natural"
"ST-1-Un",2016,107,156,13,250,1581440.69298904,5329345.27315796,"Terrace",1157,"unfenced","natural"
"ST-2-Fe",2008,124,294,1,418,1581396.73079408,5329517.22024588,"Terrace",1157,"fenced","natural"
"ST-2-Fe",2016,42,417,1,459,1581396.73079408,5329517.22024588,"Terrace",1157,"fenced","natural"
"ST-2-Un",2008,35,184,1,219,1581422.70747911,5329408.25402711,"Terrace",1159,"unfenced","natural"
"ST-2-Un",2016,92,200,1,292,1581422.70747911,5329408.25402711,"Terrace",1159,"unfenced","natural"
"ST-3-Fe",2008,584,148,1,732,1581445.72121167,5329571.19531412,"Terrace",1158,"fenced","natural"
"ST-3-Fe",2016,743,113,1,856,1581445.72121167,5329571.19531412,"Terrace",1158,"fenced","natural"
"ST-3-Un",2008,424,98,4,518,1581479.70748109,5329555.19627564,"Terrace",1156,"unfenced","natural"
"ST-3-Un",2016,504,181,7,678,1581479.70748109,5329555.19627564,"Terrace",1156,"unfenced","natural"
"ST-4-Fe",2008,356,54,20,390,1581448.72866345,5329635.17305895,"Terrace",1163,"fenced","natural"
"ST-4-Fe",2016,352,71,39,384,1581448.72866345,5329635.17305895,"Terrace",1163,"fenced","natural"
"ST-4-Un",2008,182,49,39,192,1581494.7116288,5329625.17038202,"Terrace",1163,"unfenced","natural"
"ST-4-Un",2016,244,53,40,257,1581494.7116288,5329625.17038202,"Terrace",1163,"unfenced","natural"
"ST-5-Fe",2008,215,2,83,134,1581492.72449631,5329717.13922529,"Terrace",1181,"fenced","natural"
"ST-5-Fe",2016,257,4,90,171,1581492.72449631,5329717.13922529,"Terrace",1181,"fenced","natural"
"ST-5-Un",2008,226,8,34,200,1581504.72039785,5329717.13763599,"Terrace",1181,"unfenced","natural"
"ST-5-Un",2016,307,3,46,264,1581504.72039785,5329717.13763599,"Terrace",1181,"unfenced","natural"
"ST-6-Fe",2008,445,16,25,436,1581492.7345621,5329793.11326757,"Terrace",1200,"fenced","natural"
"ST-6-Fe",2016,491,24,20,495,1581492.7345621,5329793.11326757,"Terrace",1200,"fenced","natural"
"ST-6-Un",2008,304,9,20,293,1581500.73196217,5329794.11186645,"Terrace",1203,"unfenced","natural"
"ST-6-Un",2016,408,28,30,406,1581500.73196217,5329794.11186645,"Terrace",1203,"unfenced","natural"
"SW-1-Fe",2008,4,362,1,366,1593972.04166267,5334127.983212,"Terrace",1013,"fenced","natural"
"SW-1-Fe",2016,8,442,1,450,1593972.04166267,5334127.983212,"Terrace",1013,"fenced","natural"
"SW-1-Un",2008,38,350,1,388,1593938.05116448,5334111.99315384,"Terrace",1013,"unfenced","natural"
"SW-1-Un",2016,54,514,1,568,1593938.05116448,5334111.99315384,"Terrace",1013,"unfenced","natural"
"SW-2-Fe",2008,109,309,3,415,1593837.11410088,5334327.93270031,"Terrace",1012,"fenced","natural"
"SW-2-Fe",2016,128,422,5,545,1593837.11410088,5334327.93270031,"Terrace",1012,"fenced","natural"
"SW-2-Un",2008,30,400,1,430,1593817.12277383,5334341.93055369,"Terrace",1012,"unfenced","natural"
"SW-2-Un",2016,64,570,1,634,1593817.12277383,5334341.93055369,"Terrace",1012,"unfenced","natural"
"SW-3-Fe",2008,54,325,1,379,1593763.16504812,5334522.87585858,"Terrace",1011,"fenced","natural"
"SW-3-Fe",2016,40,407,1,447,1593763.16504812,5334522.87585858,"Terrace",1011,"fenced","natural"
"SW-3-Un",2008,140,129,1,269,1593690.18602508,5334492.89571533,"Terrace",1011,"unfenced","natural"
"SW-3-Un",2016,116,206,1,322,1593690.18602508,5334492.89571533,"Terrace",1011,"unfenced","natural"
"WR-1-Fe",2008,68,46,1,114,1580056.61053606,5332695.31181738,"Terrace",1221,"fenced","natural"
"WR-1-Fe",2016,78,39,1,117,1580056.61053606,5332695.31181738,"Terrace",1221,"fenced","natural"
"WR-1-Un",2008,70,39,1,109,1580063.60827553,5332696.31054622,"Terrace",1221,"unfenced","natural"
"WR-1-Un",2016,74,46,2,118,1580063.60827553,5332696.31054622,"Terrace",1221,"unfenced","natural"
"WR-2-Fe",2008,143,19,53,109,1580026.58043632,5332391.41973075,"Terrace",1269,"fenced","natural"
"WR-2-Fe",2016,108,24,58,74,1580026.58043632,5332391.41973075,"Terrace",1269,"fenced","natural"
"WR-2-Un",2008,193,14,61,146,1580032.57851802,5332392.41859241,"Terrace",1269,"unfenced","natural"
"WR-2-Un",2016,203,37,88,152,1580032.57851802,5332392.41859241,"Terrace",1269,"unfenced","natural"
"WR-3-Fe",2008,195,126,17,304,1579952.59312091,5332296.46202972,"Terrace",1279,"fenced","natural"
"WR-3-Fe",2016,225,134,30,329,1579952.59312091,5332296.46202972,"Terrace",1279,"fenced","natural"
"WR-3-Un",2008,174,98,65,207,1579957.5903497,5332288.46410063,"Terrace",1289,"unfenced","natural"
"WR-3-Un",2016,285,111,94,302,1579957.5903497,5332288.46410063,"Terrace",1289,"unfenced","natural"
"Z1-1",2007,305,12,117,200,1594277.78938098,5310239.12486309,"Slope",1049,"unfenced","oversown"
"Z1-1",2016,543,21,247,317,1594277.78938098,5310239.12486309,"Slope",1049,"unfenced","oversown"
"Z1-2",2007,480,39,164,355,1594427.78968127,5310636.96836033,"Slope",1175,"unfenced","oversown"
"Z1-2",2016,554,24,200,378,1594427.78968127,5310636.96836033,"Slope",1175,"unfenced","oversown"
"Z1-3",2007,160,1,103,58,1594493.78655123,5310786.9081417,"Slope",1280,"unfenced","oversown"
"Z1-3",2016,239,1,154,86,1594493.78655123,5310786.9081417,"Slope",1280,"unfenced","oversown"
"Z1-4",2007,342,3,132,213,1594559.78199256,5310925.85170676,"Slope",1384,"unfenced","oversown"
"Z1-4",2016,309,2,152,159,1594559.78199256,5310925.85170676,"Slope",1384,"unfenced","oversown"
"Z2-1",2007,1,51,2,49,1598113.68953094,5311927.04090952,"Slope",803,"unfenced","oversown"
"Z2-1",2016,1,78,15,63,1598113.68953094,5311927.04090952,"Slope",803,"unfenced","oversown"
"Z2-2",2007,60,55,7,108,1598185.6907817,5312124.96324024,"Slope",805,"unfenced","oversown"
"Z2-2",2016,120,117,37,200,1598185.6907817,5312124.96324024,"Slope",805,"unfenced","oversown"
"Z2-3",2007,26,78,1,103,1598263.68550297,5312288.89649361,"Terrace",899,"unfenced","oversown"
"Z2-3",2016,18,85,9,94,1598263.68550297,5312288.89649361,"Terrace",899,"unfenced","oversown"
"Z2-4",2007,158,37,52,143,1598344.68051736,5312462.82590933,"Slope",884,"unfenced","oversown"
"Z2-4",2016,224,58,74,208,1598344.68051736,5312462.82590933,"Slope",884,"unfenced","oversown"
