"plot.yr","plot","year","native.n","n","exotic.n","prop.native","fenced.year","simpson.R","berger.parker.I","DCA1","DCA2","x","y","soil.class","rain.class","oversow.year","terrace","water.deficit","temperature","lcdb","lenz.soil","dem.altitude","dem.slope","grazing.areas","fenced.areas","summer.winter.grazing.areas","ACACAE","ACAFIS","ACAINE","ACAPRO","ACASAC","ACIAUR","ACIGLA","ACIMON","ACRCOL","AGRCAP","AGRCAS","AGRDYE","AGRMUS","AGRSTO","ANAARV","ANABEL","ANIARO","ANIFIL","ANTODO","ANTSOL","APHARV","ARESER","ARIFRU","ASTNER","BLEPEN","BRABEL","BRACAS","BRALAG","BRAMON","BRAORB","BRASIN","BROHOR","BULHOO","CARALP","CARAUS","CARAVO","CARBRE","CARCOL","CARCOR","CARDEB","CARDIA","CARECH","CARFLA","CARGAU","CARKAL","CARLAC","CARMUE","CAROVA","CARRES","CARSIN","CARTES","CELALL","CELALP","CELDUR","CELGRA","CELLAR","CELMON","CELRHI","CELSPE","CELTRA","CELVIS","CERFON","CERGLO","CERSEM","CHIAUS","CHIFLA","CHIFSB","CHIMAC","CHIPAL","CHIRUB","COLAPE","COPATR","COPCHE","COPDUM","COPFOW","COPPET","COPPRO","CORSAR","CRAINC","CRALAN","CRASIN","CRATAR","CRATARN","CRAUNI","CRAWHI","CRECAP","CYNCRI","DACGLO","DESNOV","DEYAVE","DIAARM","DICCRI","DISTOU","DRAACE","DRAPRO","DRAPRS","DRAROS","DROARC","ECHVUL","ELEACU","ELEGRA","ELYAFR","ELYSOL","EPIALS","EPIANG","EPIATR","EPICHI","EPICHL","EPICIL","EPIGLA","EPIMAC","EUCAUD","EUCLAT","EUCTRA","EUPMON","EUPZEL","EXOBID","FESMAT","FESNOV","FESRUB","GALAPA","GALDRY","GALPER","GALPRO","GAUCRA","GAUDEP","GENBEL","GENCOR","GENGRI","GERBRE","GERMIC","GERSES","GINTRI","GLYFLU","GONMIC","HALBID","HEBANO","HEBBRA","HEBCAN","HEBGLA","HEBLYC","HEBMAC","HEBMVB","HEBODO","HEBPIM","HEBPIN","HEBRAK","HELDEP","HELPAR","HIEAUR","HIECAE","HIEMUR","HIENOV","HIEPIL","HIEPOL","HIEPRA","HOLLAN","HYDMON","HYDNOV","HYDSUL","HYPJAP","HYPPER","HYPRAD","HYPRIV","ISOAUC","JUNART","JUNEFF","JUNSQU","KELCRO","KELDIE","KOENOV","LACLYA","LAGSTR","LEPPEC","LEPPSP","LEPPUS","LEPSCO","LEPSQU","LEUFRA","LIMLIN","LINCAT","LOBANG","LOBION","LOTPED","LUZBAN","LUZCRI","LUZLIM","LUZPUM","LUZRUF","LUZULO","LYCAUS","LYCFAS","LYCSCA","LYPANT","MELALP","MENCUN","MICSCA","MICUNI","MIMMOS","MONFON","MUEAXI","MUECOM","MYCMUR","MYOCAE","MYRDIV","MYRNUM","NERCIL","NERDEP","NERSET","OLECYM","OLENUM","OPHCOR","ORECOL","OREPEC","ORERAM","ORERIG","ORESTR","OROMIN","OXAEXI","OZOLEP","OZOVAU","PENPUM","PHLPRA","PHOCOO","PHYALP","PILAUR","PILCAE","PILOFF","PILPRA","PIMCON","PIMMES","PIMORE","PIMSER","PIMTRA","PLATRI","PLAUNI","POAANN","POACIT","POACOL","POADIP","POAIMB","POALIN","POAPAL","POAPRA","POATRI","PODHAL","PODNIV","POLCYS","POLVES","POTCHE","PRAANG","PRACOL","PRUVUL","PSELUT","PSYOBT","PTEAUS","RANAMP","RANCHE","RANFOL","RANGLA","RANGRA","RANINS","RANMAC","RANMUL","RAOGLA","RAOGRA","RAOHOO","RAOPAR","RAOSUB","ROSRUB","RUMACE","RUMCRI","RUMFLE","RYTAUS","RYTBUC","RYTCLA","RYTGRA","RYTNIG","RYTPUM","RYTSET","RYTTHO","SAGPRO","SCHARU","SCHHAA","SCHHYD","SCHNIT","SCHPAU","SCHPHO","SCHROU","SCLBIF","SCLUNI","SENWAI","STAMIN","STEGRA","STEGRM","TAROFF","THELON","TRIARV","TRIDUB","TRIPRA","TRIREP","UNCDIV","UNCFUS","UNCRUB","VERARV","VERSER","VERTHA","VERVIR","VIOCUN","VITAUS","WAHALB"
"SD-1-Fe-2016","SD-1-Fe",2016,11,14,3,0.785714285714286,"Fenced",7.2208925029229,5.04326923076923,0.108772867474281,2.54453631754287,1594184.91834648,5333744.08626799,"Katrine",30,"No","Terrace",67,72,"Low Producing Grassland","BLA",1012,1,21,"SedgemerePolygon","Ungrazed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,137,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD-1-Un-2008","SD-1-Un",2008,8,11,3,0.727272727272727,"Unfenced",6.4518948010875,4.97422680412371,0.117175634270341,2.73963277950957,1594114.94053448,5333731.09993016,"Katrine",30,"No","Terrace",66,72,"Low Producing Grassland","BLA",1014,1,21,"","Ungrazed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"SD-1-Un-2016","SD-1-Un",2016,12,17,5,0.705882352941177,"Unfenced",10.1329313809934,7.20710059171598,0.111805281948419,2.26092056603502,1594114.94053448,5333731.09993016,"Katrine",30,"No","Terrace",66,72,"Low Producing Grassland","BLA",1014,1,21,"","Ungrazed",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,2,0,137,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,2,0,0,137,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD-2-Fe-2008","SD-2-Fe",2008,12,16,4,0.75,"Fenced",8.80405532777228,5.87980769230769,0.132621304523396,2.56759957114809,1594451.77631602,5333358.18287598,"Katrine",30,"No","Terrace",75,72,"Low Producing Grassland","BLA",1008,1,21,"SedgemerePolygon","Ungrazed",0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,137,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD-2-Fe-2016","SD-2-Fe",2016,13,17,4,0.764705882352941,"Fenced",12.7260858085067,8.76131687242798,0.128785614559306,2.70777925255823,1594451.77631602,5333358.18287598,"Katrine",30,"No","Terrace",75,72,"Low Producing Grassland","BLA",1008,1,21,"SedgemerePolygon","Ungrazed",0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,89,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,137,0,232,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"SD-2-Un-2008","SD-2-Un",2008,12,15,3,0.8,"Unfenced",11.1366026397682,7.60775862068965,0.103219993931985,2.73674795251351,1594371.79756703,5333312.2091265,"Katrine",30,"No","Terrace",75,72,"Low Producing Grassland","BLA",1008,1,21,"","Ungrazed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,180,0,2,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD-2-Un-2016","SD-2-Un",2016,19,22,3,0.863636363636364,"Unfenced",11.3134613297237,7.74897119341564,0.104296538674449,2.78882028133703,1594371.79756703,5333312.2091265,"Katrine",30,"No","Terrace",75,72,"Low Producing Grassland","BLA",1008,1,21,"","Ungrazed",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,2,89,2,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,194,0,0,0,0,0,0,0,0,0,243,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD-3-Fe-2008","SD-3-Fe",2008,8,10,2,0.8,"Fenced",8.08663121609705,5.54732510288066,0.118379698479843,2.55476305056969,1594590.69155308,5333075.26117666,"Katrine",30,"No","Terrace",79,72,"Low Producing Grassland","BLA",1006,1,21,"SedgemerePolygon","Ungrazed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD-3-Fe-2016","SD-3-Fe",2016,15,18,3,0.833333333333333,"Fenced",11.5003318698583,8,0.110164736244032,2.47396518996163,1594590.69155308,5333075.26117666,"Katrine",30,"No","Terrace",79,72,"Low Producing Grassland","BLA",1006,1,21,"SedgemerePolygon","Ungrazed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,194,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,174,0,0,0,0,0,0,0,137,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SD-3-Un-2008","SD-3-Un",2008,6,11,5,0.545454545454545,"Unfenced",7.22263037867511,5.30412371134021,0.127338549526885,2.24090229381073,1594530.70478728,5333020.28786557,"Katrine",30,"No","Terrace",79,72,"Low Producing Grassland","BLA",1006,1,21,"","Ungrazed",0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SD-3-Un-2016","SD-3-Un",2016,9,13,4,0.692307692307692,"Unfenced",9.97586371766039,7.92672413793104,0.142018640601237,2.67937988326574,1594530.70478728,5333020.28786557,"Katrine",30,"No","Terrace",79,72,"Low Producing Grassland","BLA",1006,1,21,"","Ungrazed",0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,89,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ST-1-Fe-2008","ST-1-Fe",2008,13,19,6,0.684210526315789,"Fenced",12.3631196188247,9.89090909090909,0.139681658097142,1.93775582314678,1581314.75098301,5329458.25125558,"Lewis",50,"No","Slope",0,64,"Tall Tussock Grassland","RFT",1163,29,0,"Serpentine","Ungrazed",0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,89,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,210,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,174
"ST-1-Fe-2016","ST-1-Fe",2016,11,16,5,0.6875,"Fenced",12.4654952890247,9.51229508196721,0.172699453942578,1.70419748490682,1581314.75098301,5329458.25125558,"Lewis",50,"No","Slope",0,64,"Tall Tussock Grassland","RFT",1163,29,0,"Serpentine","Ungrazed",0,0,232,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,190,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,75,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208
"ST-1-Un-2008","ST-1-Un",2008,8,19,11,0.421052631578947,"Unfenced",13.6792720579234,10.1111111111111,0.255594717015243,1.54547750985321,1581440.69298904,5329345.27315796,"Lewis",50,"No","Terrace",0,64,"Tall Tussock Grassland","RFT",1157,9,0,"","Summer",2,0,102,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,243,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,194
"ST-1-Un-2016","ST-1-Un",2016,9,19,10,0.473684210526316,"Unfenced",14.2111288141493,9.36818181818182,0.228620989923115,1.61803584699633,1581440.69298904,5329345.27315796,"Lewis",50,"No","Terrace",0,64,"Tall Tussock Grassland","RFT",1157,9,0,"","Summer",0,0,112,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,102,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,98,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,171,0,0,0,0,0,0,0,0,0,67,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,89
